,question,label
105,What ideas can you add to...?,5
106,What might happen if you combined...?,5
107,What solutions would you suggest for...?,5
108,What would happen if . . .?,5
109,What would you predict/infer from...?,5
110,Why don’t you devise your own way to deal with . . .?,5
111,Why not compose a song about . . .?,5
112,"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",5
113,Write a letter to the editor on a social issue of concern to you.,5
114,Write a logically organized argument in favor of a given position.,5
115,Write a poem about this book.,5
116,Write a set of rules to prevent what happened in the story.,5
117,Write a short story relating a personal experience in the style of a picaresque novel.,5
118,Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,5
119,Write an essay in not more than words about India and Technological Advancement. Use active voice as much as possible.,5
120,How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,5
121,How can we combine and abstract facts about a software system to create new knowledge?,5
122,How to combine virtual symmetry and symbolic model checking effectively,5
123,How do we efficiently combine multiple subject graphs to construct an aig with choice,5
124,how do we devise a way to enforce the laws,5
125,can you devise an explicit formula for,5
126,Do you devise a systematic approach in order to get larger progressions,5
127,Develop and execute a program for this exercise,5
128,Develop a network based on the following information: Activity Immediate predecessors,5
129,How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,5
0,Can you defend your position about ... ?,6
1,Can you assess the value or importance of . . . ?,6
2,What limitation does X have?,6
3,Develop a proof ... and justify each step ...,6
4,"""Don’t use public instance variables"" is defensive programming techniques. discuss why it is good advice?",6
5,How would you justify . . . ?,6
6,Judge the value of... What do you think about...?,6
7,Judge how well a project meets the criteria of a rubric.,6
8,Judge the validity of arguments for and against astrology,6
9,Justify the concept of inheritance and give the sample of code to illustrate your answer.,6
10,Justify the object oriented programming concept,6
11,"Prepare a case to present, and evaluate your view about ...",6
12,Prepare a list of criteria to judge ... Evaluate expressions,6
13,Rate the following recommendations and set the priority _____.,6
14,What data was used to evaluate ____________?,6
15,What judgments can you make about...?,6
16,What criteria would you use to assess...?,6
17,What criteria would you use to evaluate if your answer is correct?,6
18,What would you cite to defend the actions . . . ?,6
19,Outline how class ArrayList could be implemented using an array,6
20,Can you justify the decisions you have made ?,6
21,How would you rank the items given the criteria ?,6
22,"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",6
23,What criticisms could you make ?,6
24,"After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",6
25,"After examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",6
26,"After solving a problem, determine the degree to which the problem was solved as efficiently as possible",6
27,Appraise data in support of a hypothesis.,6
28,Appraise the speech's effectiveness based upon the class' criteria.,6
29,Are there students who should not use the Cornell method?,6
30,Are you a . . . person?,6
31,Assess the appropriateness of an author's conclusions based on the evidence given.,6
32,Assess the importance of understanding seasonal patters.,6
33,Assess the relative effectiveness of different graphical representations of the same data or biological concept.,6
34,Assess the strengths and weaknesses of the current Olympics and recommend action that should be taken in future Olympics: What can be,6
35,"Award the contract to the best proposal. Rank the principles of ""good sportsmanship"" in order of importance to you.",6
36,Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,6
37,Can you defend your position about . . .?,6
38,Choose a paint schedule for the maintenance of an outdoor structure? (level 2),6
39,Choose and illustrate the two most important events in the story.,6
40,Conclude and support which economic system leads to a higher standard of living.,6
41,Construct a poster that will advertise your new food product in an exciting and irresistible way.,6
42,Critique an experimental design or a research proposal.,6
43,"Critique the other student's (or your own) speech, based on the criteria we have studied this semester.",6
44,Decide whether you are in favor of building on a floodplain; defend your position in a debate.,6
45,Decide whether you could have survived on the island blind and alone. Write about things that would have been challenging making sure to,6
46,Decide whether you learned enough about electricity from this book.,6
47,Decide which candidate would best fill the position of principal.,6
48,Decide which course of action was most effective,6
49,Decide which method of solving a problem was most effective,6
50,Defend the following claim: The Cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,6
51,Defend your use of a specific strategy in solving the problem.,6
52,Describe the economic consequence of a neolocal society. Support your description with information you have learned from this course.,6
53,Design a healthy menu that you think most people would enjoy using the healthy eating guide.,6
54,Determine if a character’s actions were heroic,6
55,Do you agree...?,6
56,Do you think . . . is a good or a bad thing?,6
57,Establish criteria for making this choice and defend your final selection.,6
58,"Evaluate a work of art, giving the reasons for your evaluation.",6
59,Evaluate appropriate and inappropriate actions of characters.,6
60,Evaluate board games and justify why rules are important.,6
61,Evaluate the corrosion monitoring needs of a chemical processing plant,6
62,Evaluate the level of galvanic coupling between two metals using basic kinetic information? (level 4),6
63,Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,6
64,Evaluate whether their model is a true representation of the local environment.,6
65,Evaluate your own or a peer's essay in terms of the principles of composition discussed during the semester.,6
66,Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,6
67,Explain and justify a new budget.,6
68,Explain choices made in making recommendations to an end user.,6
69,"Given an argument on any position, enumerate the logical fallacies in that argument.",6
70,"Given the data available on a research question, take a position and defend it.",6
71,"Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",6
72,"Given the two solutions to the stated programming problem, rate the solutions in  terms of efficiency and readability.",6
73,"Given three possible approaches to implement the defined system, discuss the possible advantages and disadvantages of each approach.",6
74,"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",6
75,How effective are . . .?,6
76,How would you decide about...?,6
77,How would you feel if . . .?,6
78,How would you have handled . . .?,6
79,"improved, reformed or rejected?",6
80,"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",6
81,Is there a better solution to . . .?,6
82,Judge aesthetic qualities and relationship to future values.,6
83,judge the difficulty level for yourself.,6
84,Judge the value of . . .?,6
85,Judge whether it would be possible to survive on an island alone and blinded. Write about it.,6
86,Judge whether Olympic Ideals are realistic or unrealistic for the contemporary elite athlete.,6
87,Justify and nominate ways to prevent animal extinction.,6
88,Justify the title To Kill a Mockingbird .,6
89,Listen to two classmates conversing on tape and critique their performance on the basis of the skills covered this semester.,6
90,Place the following in order of priority...,6
91,Predict what will happen next in.,6
92,Predict whether Phillip will ever go back to visit the Cay after several years of recovery. Assuming he gets his sight back.,6
93,Recommend how our classroom or playground could be improved.,6
94,Select the best proposal for a proposed water treatment plant.,6
95,Select the most effective solution.,6
96,suggest ways in which it could have responded more effectively,6
97,decide about the most exciting part of the book. being sure to give at least three reasons why?,6
98,Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,6
99,"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger.",6
100,"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",6
101,Was Hemingway a great American writer? First you will need to define greatness.,6
102,What changes to . . . would you recommend?,6
103,What criteria would you use to assess the validity of a business contract?,6
104,What criteria would you use to assess...?,6
105,What do you think about . . .?,6
106,What is part of this book did you like best. Tell why you like it?,6
107,What is the most important...?,6
108,Which of the following actions would probably be least effective in determining the answer?,6
109,"Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",6
110,Would you have liked to have had Cinderella for a sister? Explain why or why not.,6
111,Write a list of criteria to judge the Willy raps.,6
112,Revise the story and specify the type of audience that would enjoy this book.,6
113,Estimate the epicentral coordinates of the earth-quake,6
114,Estimate the risk of serious illness for consumers in different susceptible population groups,6
115,Estimate expenditure on HIV/AIDS education,6
116,Estimate the difficulty of the question,6
117,Estimate roughly how long the collision process takes,6
118,What do you think is the best thing about coming to Viestal?,6
119,What do you think is the mass and why,6
120,What do you think are the strengths of using integrated math in your program?,6
121,Do you think that this statement conveys the idea that i am trying to portray,6
122,How do you think the community should grow or change,6
123,How Do You Think One Should Reason in Making Ethical Decisions in Business,6
